City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,swartz creek,42.9572,-83.8305,27.51,60,40,6.17,US,1689527309
295,port hedland,-20.3167,118.5667,15.03,41,0,3.09,AU,1689527310
296,ostersund,63.1792,14.6357,18.67,34,20,10.73,SE,1689527310
297,kimbe,-5.5502,150.1429,24.76,88,70,2.59,PG,1689527310
298,guerrero negro,27.9769,-114.0611,23.98,64,93,3.52,MX,1689527310
299,siwa oasis,29.2041,25.5195,39.7,16,0,8.74,EG,1689527310
300,majene,-3.5403,118.9707,24.7,89,59,5.86,ID,1689527311
301,iquique,-20.2208,-70.1431,19.02,67,30,3.35,CL,1689527247
302,linqiong,30.4159,103.4609,23.9,76,60,1.42,CN,1689527311
303,qacha's nek,-30.1154,28.6894,7.56,47,0,2.03,LS,1689527311
304,devils lake,48.1128,-98.8651,17.06,60,75,7.72,US,1689527311
305,simanggang,1.2472,111.4528,23.37,95,97,0.68,MY,1689527312
306,ketchikan,55.3422,-131.6461,17.26,82,75,3.09,US,1689527313
307,ghat,24.9647,10.1728,37.22,6,11,7.43,LY,1689527313
308,plastun,44.7561,136.2939,14.37,93,100,0.67,RU,1689527313
309,kotsyubyns'ke,50.4884,30.3296,26.86,55,20,0.31,UA,1689527313
310,arkhangel'sk,64.5401,40.5433,20.09,64,65,0.35,RU,1689527313
311,gryazovets,58.88,40.2525,18.83,72,97,1.25,RU,1689527313
312,arenapolis,-14.4503,-56.8461,36.34,22,6,0.94,BR,1689527314
313,capayan,-28.761,-66.0502,16.28,42,1,2.59,AR,1689527314
314,vwawa,-9.1167,32.9333,13.59,71,5,2.83,TZ,1689527314
315,olyokminsk,60.3736,120.4264,8.89,71,4,1.35,RU,1689527314
316,queenstown,-31.8976,26.8753,11.49,42,3,1.44,ZA,1689527314
317,aleksandrovsk-sakhalinskiy,50.8975,142.1561,13.75,92,100,2.07,RU,1689527314
318,broome,42.2506,-75.833,27.23,74,75,4.12,US,1689527315
319,vardenis,40.1827,45.7311,13.8,91,89,2.13,AM,1689527315
320,katsuura,35.1333,140.3,24.5,95,100,3.65,JP,1689527315
321,jamaame,0.0697,42.745,24.48,78,98,5.81,SO,1689527315
322,leteri,24.05,77.4,25.39,86,41,3.2,IN,1689527315
323,kruisfontein,-34.0033,24.7314,13.27,53,79,1.82,ZA,1689527315
324,sokhumi,43.0033,41.0153,20.13,86,16,1.31,GE,1689527316
325,ancud,-41.8697,-73.8203,6.31,72,5,4.27,CL,1689527316
326,warmbaths,-24.8833,28.2833,14.48,29,1,0.57,ZA,1689527316
327,carupano,10.6678,-63.2585,30.2,65,13,6.06,VE,1689527316
328,goianesia,-15.3175,-49.1175,33.81,21,11,1.73,BR,1689527186
329,panauti,27.5814,85.5124,22.18,94,75,1.54,NP,1689527316
330,carnarvon,-24.8667,113.6333,16.43,57,0,5.79,AU,1689527317
331,canutama,-6.5339,-64.3831,35.06,39,41,1.76,BR,1689527317
332,nizhnesortymskiy,62.4397,71.7603,15.69,60,32,3.24,RU,1689527060
333,kolondieba,11.0882,-6.8926,28.69,68,90,1.4,ML,1689527317
334,zhezqazghan,47.7833,67.7667,30.74,22,97,1.22,KZ,1689527317
335,oak hill,37.9723,-81.1487,25.75,67,77,3.98,US,1689527118
336,wewak,-3.5534,143.6268,25.95,87,46,0.67,PG,1689527317
337,mirnyy,62.5353,113.9611,9.02,70,58,0.89,RU,1689527317
338,tinghir,31.5157,-5.5343,34.86,5,0,5.16,MA,1689527318
339,sisimiut,66.9395,-53.6735,7.28,90,100,1.22,GL,1689527318
340,pionerskiy,54.9508,20.2275,22.08,73,93,5.6,RU,1689527318
341,garachico,28.7781,-17.7646,24.16,69,20,7.72,ES,1689527318
342,burang,30.25,81.1667,12.19,76,59,2.25,CN,1689527318
343,dunedin,-45.8742,170.5036,10.45,50,69,4.14,NZ,1689527318
344,lata,40.1629,-8.3327,21.15,39,49,5.2,PT,1689527318
345,rongelap,11.1635,166.8941,28.25,78,97,6.77,MH,1689527319
346,balqash,46.8481,74.995,24.8,42,1,2.77,KZ,1689527319
347,dangriga,16.9692,-88.2321,28.37,83,100,5.67,BZ,1689527319
348,lake albert,-35.1667,147.3833,5.21,96,0,1.49,AU,1689527319
349,kawm umbu,24.4767,32.9463,38.86,8,1,4.79,EG,1689527319
350,cassilandia,-19.1133,-51.7342,31.47,28,25,1.52,BR,1689527319
351,al jawf,29.5,38.75,37.55,9,1,1.01,SA,1689527319
352,santarem,-2.4431,-54.7083,31.07,70,20,5.66,BR,1689527320
353,saint-pierre,-21.3393,55.4781,22.82,78,0,11.83,RE,1689527320
354,sovetskaya gavan',48.9723,140.2878,13.86,93,100,1.71,RU,1689527320
355,jining,35.405,116.5814,25.01,67,1,2.62,CN,1689527320
356,huarmey,-10.0681,-78.1522,23.29,70,68,4.01,PE,1689527320
357,lebu,-37.6167,-73.65,9.63,60,100,6.44,CL,1689527320
358,charef,34.621,2.795,35.24,7,0,7.59,DZ,1689527320
359,mount gambier,-37.8333,140.7667,6.82,88,60,2.97,AU,1689527321
360,chibougamau,49.9168,-74.3659,19.79,94,100,3.09,CA,1689527321
361,georgetown,5.4112,100.3354,28.96,65,20,1.03,MY,1689527228
362,san rafael,-34.6177,-68.3301,8.51,33,100,3.24,AR,1689527322
363,nea kallikrateia,40.3167,23.0667,33.98,41,0,3.51,GR,1689527322
364,kailua-kona,19.6406,-155.9956,23.98,84,40,2.06,US,1689527322
365,papao,-17.75,-149.55,21.82,61,0,1.61,PF,1689527322
366,borogontsy,62.6683,131.1683,6.98,82,62,1.23,RU,1689527322
367,lewiston orchards,46.3804,-116.9754,32.29,29,0,1.54,US,1689527323
368,abingdon,51.6711,-1.2828,19.54,74,100,6.17,GB,1689527323
369,fatezh,52.0891,35.8632,22.77,71,34,2.46,RU,1689527323
370,hobyo,5.3505,48.5268,25.36,82,30,13.17,SO,1689527323
371,ipora,-16.4419,-51.1178,33.16,21,8,2.23,BR,1689527165
372,akureyri,65.6835,-18.0878,11.52,55,77,5.48,IS,1689527323
373,labytnangi,66.6572,66.4183,17.68,74,68,3.66,RU,1689527323
374,rindge,42.7512,-72.0098,22.73,82,100,0.45,US,1689527323
375,mossel bay,-34.1831,22.146,15.61,72,78,0.28,ZA,1689527324
376,yinchuan,38.4681,106.2731,26.72,16,0,1.4,CN,1689527324
377,la ronge,55.1001,-105.2842,15.11,65,69,1.84,CA,1689527324
378,laghouat,33.8,2.8651,37.92,6,0,6.38,DZ,1689527324
379,antofagasta,-23.65,-70.4,18.6,61,50,3.36,CL,1689527141
380,st. john's,47.5649,-52.7093,27.38,74,100,1.34,CA,1689527324
381,novodvinsk,64.4165,40.8122,20.36,64,62,0.84,RU,1689527072
382,plunge,55.9114,21.8442,20.33,75,100,4.67,LT,1689527325
383,abadeh,31.1608,52.6506,29.06,10,12,3.04,IR,1689527325
384,chengdu,30.6667,104.0667,24.61,82,7,1.33,CN,1689527230
385,hoshangabad,22.75,77.7167,24.77,92,91,3.84,IN,1689527325
386,new norfolk,-42.7826,147.0587,13.29,69,47,5.06,AU,1689527325
387,nehe,48.4833,124.8333,14.54,87,46,2.18,CN,1689527325
388,yemva,62.59,50.8594,19.64,56,100,1.01,RU,1689527325
389,nouadhibou,20.931,-17.0347,25.99,61,46,12.35,MR,1689527325
390,hinton,53.4001,-117.5857,22.89,49,70,0.76,CA,1689527326
391,cole harbour,44.6724,-63.4751,25.66,85,97,1.79,CA,1689527326
392,yuzhno-sukhokumsk,44.6581,45.6436,22.93,47,96,6.89,RU,1689527304
393,charters towers,-20.1,146.2667,14.35,70,50,3.36,AU,1689527326
394,tabarka,36.9544,8.758,33.63,48,45,3.94,TN,1689527326
395,lazaro cardenas,17.9583,-102.2,31.13,66,80,0.53,MX,1689527326
396,itanagar,27.1,93.6167,23.37,98,100,0.88,IN,1689527326
397,praia da vitoria,38.7333,-27.0667,24.31,66,79,5.12,PT,1689527327
398,bomadi,5.1593,5.9252,25.27,89,97,2.88,NG,1689527327
399,okhotsk,59.3833,143.3,11.47,96,41,0.62,RU,1689527327
400,kumher,27.3167,77.3667,31.81,64,81,1.53,IN,1689527327
401,adh dhayd,25.2881,55.8816,37.44,42,76,1.48,AE,1689527327
402,mumford,5.2618,-0.759,26.11,81,100,4.64,GH,1689527327
403,karratha,-20.7377,116.8463,18.91,33,0,3.97,AU,1689527184
404,baruun-urt,46.6806,113.2792,19.73,34,84,2.27,MN,1689527328
405,yuzhno-kurilsk,44.0306,145.8556,13.05,93,100,0.28,RU,1689527328
406,ouadda,8.0777,22.4007,23.51,87,42,1.3,CF,1689527328
407,itoman,26.1247,127.6694,27.43,92,75,7.72,JP,1689527328
408,mirny,62.5353,113.9611,9.02,70,58,0.89,RU,1689527328
409,susuman,62.7833,148.1667,14.51,83,49,3.97,RU,1689527328
410,ocean shores,46.9737,-124.1563,16.08,95,100,4.12,US,1689527135
411,benghazi,32.1167,20.0667,28.71,71,0,8.01,LY,1689527329
412,arraial do cabo,-22.9661,-42.0278,27.92,47,0,2.57,BR,1689527296
413,butembo,0.15,29.2833,19.5,56,91,0.87,CD,1689527329
414,szigetvar,46.0486,17.8055,32.53,50,0,2.35,HU,1689527329
415,kibre mengist,5.8833,38.9833,16.25,80,98,1.5,ET,1689527329
416,fisterra,42.9049,-9.2629,20.42,69,28,6.71,ES,1689527329
417,puerto baquerizo moreno,-0.9,-89.6,27.55,74,40,7.72,EC,1689527329
418,zhangye,38.9342,100.4517,25.45,28,18,2.45,CN,1689527329
419,cidreira,-30.1811,-50.2056,15.25,65,27,5.42,BR,1689527089
420,bapatla,15.9,80.4667,29.99,60,100,3.24,IN,1689527330
421,sivas,39.7916,37.0019,15.35,67,0,8.75,TR,1689527262
422,corinto,37.9407,22.9573,33.27,39,0,2.99,GR,1689527330
423,keflavik,64.0049,-22.5624,13.24,58,0,8.75,IS,1689527330
424,quepos,9.4236,-84.1652,29.01,77,49,1.76,CR,1689527330
425,pangoa,-12.1167,-73.0,29.67,46,7,1.96,PE,1689527330
426,mende,44.6667,3.5,22.11,50,33,3.11,FR,1689527331
427,gereida,11.2811,25.1414,32.78,39,38,2.1,SD,1689527331
428,amga,60.8953,131.9608,11.26,99,99,1.59,RU,1689527331
429,matara,5.9485,80.5353,27.02,85,75,6.09,LK,1689527331
430,saint-francois,46.4154,3.9054,23.69,46,0,4.12,FR,1689527336
431,steamboat springs,40.485,-106.8317,24.41,30,0,0.89,US,1689527336
432,nar'yan-mar,67.6713,53.087,19.25,74,42,4.6,RU,1689527336
433,mont-dore,-22.2833,166.5833,21.67,99,63,4.0,NC,1689527337
434,maitum,6.0392,124.4986,25.51,82,99,1.86,PH,1689527337
435,usogorsk,63.4106,48.6872,20.91,63,82,2.14,RU,1689527337
436,yeniseysk,58.4497,92.1703,15.82,85,65,1.69,RU,1689527337
437,cheremushki,52.8356,91.3944,15.87,83,42,2.13,RU,1689527167
438,juchipila,21.4167,-103.1167,28.88,36,1,1.99,MX,1689527337
439,hanceville,34.0607,-86.7675,31.76,49,3,3.39,US,1689527338
440,flying fish cove,-10.4217,105.6791,23.82,88,100,3.6,CX,1689527338
441,parnu,58.3859,24.4971,25.05,57,75,3.09,EE,1689527338
442,likisa,-8.6695,125.6875,16.4,88,69,2.51,TL,1689527338
443,fiambala,-27.6871,-67.6149,18.71,14,0,2.53,AR,1689527338
444,andovoranto,-18.95,49.1,21.36,80,95,3.77,MG,1689527338
445,vel'sk,61.0701,42.0983,19.91,67,100,1.89,RU,1689527338
446,taft,31.7471,54.2088,35.97,10,0,3.09,IR,1689527339
447,barra do garcas,-15.89,-52.2567,34.91,21,4,2.59,BR,1689527339
448,pudozh,61.8099,36.5345,20.54,65,81,1.87,RU,1689527339
449,kitimat,54.0524,-128.6534,15.94,23,93,3.13,CA,1689527339
450,fort st. john,56.2499,-120.8529,20.55,55,21,1.48,CA,1689527207
451,tsiombe,-25.3,45.4833,18.85,67,1,0.4,MG,1689527339
452,howrah,22.5892,88.3103,28.0,94,40,2.06,IN,1689527340
453,chiquinquira,5.6164,-73.8175,18.15,58,54,1.77,CO,1689527340
454,riyadh,24.6877,46.7219,40.08,6,3,3.48,SA,1689527135
455,rostovka,55.3842,71.8891,15.05,85,71,2.06,RU,1689527340
456,alma,48.5501,-71.6491,21.72,98,100,1.92,CA,1689527101
457,paros,37.0833,25.15,30.4,54,0,8.75,GR,1689527340
458,vilyuchinsk,52.9306,158.4028,10.14,97,53,0.43,RU,1689527340
459,suciu de sus,47.4333,24.0333,30.44,63,0,0.76,RO,1689527340
460,minas de marcona,-15.2119,-75.1103,18.16,55,12,4.54,PE,1689527341
461,domoni,-12.2569,44.5319,24.21,77,46,3.97,KM,1689527341
462,juneau,58.3019,-134.4197,17.0,91,75,6.69,US,1689527190
463,kingston,17.997,-76.7936,34.02,67,20,10.29,JM,1689527111
464,crucecita,-28.95,-58.9833,17.24,50,0,3.24,AR,1689527341
465,broken hill,-31.95,141.4333,6.96,60,0,3.69,AU,1689527341
466,masterton,-40.9597,175.6575,7.16,95,67,1.62,NZ,1689527341
467,saudarkrokur,65.7461,-19.6394,8.45,75,45,6.57,IS,1689527342
468,santa ana de yacuma,-13.75,-65.4333,31.12,40,3,2.41,BO,1689527342
469,barcelos,41.5388,-8.6151,25.51,53,87,6.19,PT,1689527342
470,brandon,27.9378,-82.2859,33.95,75,75,5.14,US,1689527342
471,dakoro,14.5106,6.765,37.6,26,21,1.91,NE,1689527343
472,kurumkan,54.3,110.3,20.54,66,85,0.24,RU,1689527343
473,namtsy,62.7161,129.6658,6.55,79,21,1.16,RU,1689527343
474,dwarka,22.2394,68.9678,28.78,77,48,6.3,IN,1689527343
475,kayangel,8.0823,134.7173,28.67,76,100,5.99,PW,1689527344
476,marietta,33.9526,-84.5499,32.08,62,75,4.63,US,1689527248
477,kralendijk,12.15,-68.2667,30.99,70,40,9.77,BQ,1689527344
478,hauterive,46.0901,3.4459,24.42,43,36,2.52,FR,1689527344
479,jerseyville,39.12,-90.3285,31.9,36,0,5.43,US,1689527344
480,ayame,5.6083,-3.1563,24.54,89,99,1.4,CI,1689527345
481,naxos,37.1056,25.3764,29.61,60,0,4.92,GR,1689527345
482,homer,59.6425,-151.5483,11.94,88,100,1.54,US,1689527345
483,porto velho,-8.7619,-63.9039,34.03,55,40,1.54,BR,1689527345
484,lichinga,-13.3128,35.2406,12.13,65,0,1.02,MZ,1689527346
485,inhambane,-23.865,35.3833,19.53,67,2,1.58,MZ,1689527346
486,hongqiao,26.7684,112.1081,25.94,69,39,2.4,CN,1689527119
487,kalyny,48.1408,23.8738,25.7,67,0,0.66,UA,1689527346
488,chadron,42.8294,-102.9999,24.86,57,0,0.0,US,1689527346
489,den burg,53.0542,4.7972,20.0,66,100,9.77,NL,1689527347
490,rudnyy,52.9594,63.1206,22.13,79,58,5.71,KZ,1689527347
491,puerto cabezas,14.0351,-83.3888,29.63,73,100,5.61,NI,1689527347
492,palikir - national government center,6.9248,158.1611,26.08,87,100,6.45,FM,1689527347
493,gadzhiyevo,69.2551,33.3362,14.9,77,62,2.57,RU,1689527348
494,egilsstadir,65.2653,-14.3948,10.44,67,100,5.36,IS,1689527348
495,balangiga,11.1097,125.3875,27.13,81,71,3.7,PH,1689527348
496,vicuna,-30.0319,-70.7081,24.32,9,81,2.46,CL,1689527250
497,palmer,42.1584,-72.3287,24.58,86,100,5.66,US,1689527348
498,bodo,67.28,14.405,16.08,90,100,2.57,NO,1689527349
499,nellore,14.4333,79.9667,32.59,45,100,4.03,IN,1689527349
500,kilindoni,-7.9139,39.6668,25.17,74,2,8.02,TZ,1689527349
501,twentynine palms,34.1356,-116.0542,41.25,14,42,2.15,US,1689527349
502,mugia,43.1041,-9.2179,20.51,66,10,4.91,ES,1689527349
503,cumbum,9.7333,77.3,24.54,84,97,3.51,IN,1689527349
504,prainha,-1.8,-53.48,32.77,45,17,2.72,BR,1689527350
505,yoloten,37.2989,62.3597,33.29,15,11,5.61,TM,1689527350
506,sydney mines,46.2367,-60.2177,29.65,71,74,2.24,CA,1689527350
507,pruszcz gdanski,54.2622,18.6363,25.36,76,75,4.12,PL,1689527350
508,saurimo,-9.6608,20.3916,23.93,23,2,2.32,AO,1689527350
509,nadym,65.5333,72.5167,14.65,60,26,4.52,RU,1689527350
510,marsh harbour,26.5412,-77.0636,30.0,70,100,4.84,BS,1689527123
511,bolsward,53.0655,5.5318,21.1,60,49,4.02,NL,1689527351
512,walvis bay,-22.9575,14.5053,18.38,41,0,6.09,NA,1689527351
513,cova figueira,14.8905,-24.2934,23.49,86,97,2.97,CV,1689527351
514,buala,-8.145,159.5921,26.16,86,99,1.83,SB,1689527352
515,lagos de moreno,21.35,-101.9167,27.38,38,13,2.42,MX,1689527352
516,medenine,33.355,10.5055,39.15,10,0,7.62,TN,1689527352
517,kalmunai,7.4167,81.8167,27.97,79,99,3.4,LK,1689527352
518,tabuk,17.4189,121.4443,24.3,90,100,0.73,PH,1689527352
519,karukh,34.4811,62.5863,28.24,17,0,11.88,AF,1689527352
520,tumayr,25.7039,45.868,36.53,5,9,5.84,SA,1689527353
521,karakocan,38.9558,40.0386,22.83,46,0,4.78,TR,1689527353
522,turpan,42.9333,89.1667,41.37,11,5,3.39,CN,1689527353
523,carahue,-38.7,-73.1667,6.95,73,97,1.52,CL,1689527353
524,lerma,42.0261,-3.7598,27.31,14,56,3.91,ES,1689527353
525,ambalangoda,6.2355,80.0538,28.03,81,98,7.3,LK,1689527353
526,coahuayana de hidalgo,18.7,-103.6583,33.66,54,81,1.77,MX,1689527354
527,port douglas,-16.4833,145.4667,21.89,79,94,8.12,AU,1689527354
528,conde,-7.2597,-34.9075,24.7,94,75,6.17,BR,1689527354
529,semera,11.501,41.201,37.0,24,40,5.57,ET,1689527354
530,dhaka,23.7104,90.4074,28.99,79,40,2.57,BD,1689527351
531,laguna,38.421,-121.4238,37.76,42,0,0.89,US,1689527355
532,nyurba,63.2842,118.3319,6.92,81,21,2.25,RU,1689527355
533,mazagao,-0.115,-51.2894,33.03,50,49,2.47,BR,1689527261
534,ceuta,35.8903,-5.3075,29.02,61,2,2.35,ES,1689527355
535,eydhafushi,5.1033,73.0708,28.53,76,50,6.66,MV,1689527355
536,kiama,-34.6833,150.8667,9.14,79,86,1.9,AU,1689527356
537,grand falls-windsor,48.9332,-55.6649,28.32,50,92,4.17,CA,1689527356
538,saint-joseph,-21.3667,55.6167,22.21,84,32,6.7,RE,1689527356
539,urcos,-13.6861,-71.6228,19.94,33,8,3.23,PE,1689527356
540,nikolayevsk-on-amure,53.1406,140.73,12.82,85,100,1.34,RU,1689527356
541,idri,27.5,13.2667,38.89,9,24,7.29,LY,1689527356
542,shahin dezh,36.6793,46.5669,27.61,26,16,1.64,IR,1689527357
543,esmeralda,21.8525,-78.1169,33.16,55,2,5.1,CU,1689527357
544,holualoa,19.6228,-155.9522,21.91,85,40,2.06,US,1689527357
545,codrington,-38.2667,141.9667,5.89,93,17,4.49,AU,1689527357
546,sainyabuli,19.25,101.75,22.34,97,100,0.39,LA,1689527357
547,tamanrasset,22.785,5.5228,31.95,22,40,3.09,DZ,1689527358
548,banda,25.4833,80.3333,33.37,60,99,1.06,IN,1689527358
549,bay roberts,47.5999,-53.2648,27.59,74,100,2.68,CA,1689527358
550,chakari,-18.0629,29.8925,15.82,33,0,2.03,ZW,1689527358
551,shiyan,32.6475,110.7781,23.63,80,0,0.47,CN,1689527358
552,namdrik,5.5994,168.1028,28.0,79,92,5.85,MH,1689527360
553,greytown,-29.0642,30.5928,10.26,54,0,1.38,ZA,1689527360
554,gamba,-2.65,10.0,21.89,84,2,3.92,GA,1689527360
555,dhanwar,24.4167,85.9833,27.27,83,83,4.63,IN,1689527360
556,impfondo,1.6381,18.0667,28.58,56,58,0.94,CG,1689527360
557,the pas,53.8251,-101.2541,16.01,77,40,3.09,CA,1689527361
558,tlaltenango de sanchez roman,21.7833,-103.3167,26.63,35,2,1.7,MX,1689527361
559,rio branco,-9.9747,-67.81,30.34,58,20,1.54,BR,1689527102
560,timimoun,29.2639,0.231,43.57,4,0,5.87,DZ,1689527361
561,brisas de zicatela,15.8369,-97.0419,31.29,66,75,2.06,MX,1689527361
562,al burayqah,30.4062,19.5739,27.41,77,34,8.9,LY,1689527362
563,antibes,43.5624,7.1278,31.19,70,20,2.06,FR,1689527157
564,atamyrat,37.8357,65.2106,33.46,11,0,7.08,TM,1689527357
565,kudymkar,59.0173,54.656,15.99,73,5,2.78,RU,1689527362
566,launceston,-41.45,147.1667,10.45,88,75,5.66,AU,1689527362
567,caleta de carquin,-11.0925,-77.6267,22.29,70,65,4.0,PE,1689527362
568,port saint john's,-31.6229,29.5448,17.91,64,2,0.66,ZA,1689527363
569,agat village,13.3886,144.6585,28.06,93,20,0.45,GU,1689527363
570,christchurch,-43.5333,172.6333,4.97,89,100,1.54,NZ,1689526766
571,nelson,-41.2833,173.2833,5.72,78,4,0.45,NZ,1689527257
572,pyu,18.4833,96.4333,24.64,93,97,1.31,MM,1689527363
573,shalqar,47.8333,59.6,26.52,30,86,5.62,KZ,1689527363
574,carauari,-4.8828,-66.8958,32.52,50,78,1.58,BR,1689527364
575,dudinka,69.4058,86.1778,5.9,78,99,0.73,RU,1689527364
576,sault ste. marie,46.5168,-84.3333,22.31,60,40,1.54,CA,1689527360
577,urzhar,47.093,81.6294,22.84,25,0,3.28,KZ,1689527364
578,sitka,57.0531,-135.33,14.94,88,100,1.54,US,1689527364
579,brejo da madre de deus,-8.1458,-36.3711,25.68,56,67,5.61,BR,1689527364
580,mansehra,34.3333,73.2,24.21,79,12,1.38,PK,1689527365
581,santana,-0.0583,-51.1817,33.1,58,20,5.66,BR,1689527205
582,saskatoon,52.1168,-106.6345,17.99,63,75,2.06,CA,1689527131
583,tangalle,6.024,80.7911,27.5,79,41,5.59,LK,1689527365
584,corn island,12.1694,-83.0418,27.77,84,100,8.96,NI,1689527365
585,tralee,52.2704,-9.7026,16.14,77,75,4.63,IE,1689527365
586,photharam,13.6923,99.8497,28.85,65,77,5.27,TH,1689527366
587,kharabali,47.4196,47.2568,20.23,65,83,6.77,RU,1689527366
